,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
667,stanleys-lounge-la-grange,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'longitude': -87.8664169311523, 'latitude': 41.7811584472656}",(708) 352-1101,138.59898498158006,EVvr1egSJ12KNHt_ef527g,,False,"{'zip_code': '60525', 'state': 'IL', 'country': 'US', 'display_address': ['6201 Joliet Rd', 'William Tell Restaurant', 'La Grange, IL 60525'], 'address3': 'William Tell Restaurant', 'address1': '6201 Joliet Rd', 'address2': '', 'city': 'La Grange'}",Stanley's Lounge,+17083521101,,2.0,2,[],https://www.yelp.com/biz/stanleys-lounge-la-grange?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
668,dunkin-chicago-137,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'longitude': -87.76222, 'latitude': 41.80223}",(773) 288-9938,77.53351762742773,p-p-j_XOyShaobKpu5pMUw,https://s3-media3.fl.yelpcdn.com/bphoto/Iq47NJs2BouDfZD7VXLxeQ/o.jpg,False,"{'zip_code': '60638', 'state': 'IL', 'country': 'US', 'display_address': ['4957 S. Central Ave', 'Chicago, IL 60638'], 'address3': '', 'address1': '4957 S. Central Ave', 'address2': '', 'city': 'Chicago'}",Dunkin',+17732889938,$,2.5,3,[],https://www.yelp.com/biz/dunkin-chicago-137?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
669,frankie-and-johnnies-roadhouse-chicago,"[{'alias': 'divebars', 'title': 'Dive Bars'}]","{'longitude': -87.76221, 'latitude': 41.8016099}",,147.83623257852122,OWGQhDZbTghuHmgRBaEO7Q,,False,"{'zip_code': '60686', 'state': 'IL', 'country': 'US', 'display_address': ['5009 S Central Ave', 'Chicago, IL 60686'], 'address3': '', 'address1': '5009 S Central Ave', 'address2': '', 'city': 'Chicago'}",Frankie & Johnnie's Roadhouse,,$$,2.0,6,[],https://www.yelp.com/biz/frankie-and-johnnies-roadhouse-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
670,chicago-park-district-vittum-park-chicago,"[{'alias': 'recreation', 'title': 'Recreation Centers'}, {'alias': 'parks', 'title': 'Parks'}]","{'longitude': -87.748347, 'latitude': 41.803005}",(773) 284-6022,28.43235781541151,Fyg7atlQ_c9uIathH-BtiQ,https://s3-media2.fl.yelpcdn.com/bphoto/JLxGANbrsNNzIvWb1TZV9g/o.jpg,False,"{'zip_code': '60638', 'state': 'IL', 'country': 'US', 'display_address': ['5010 W 50th St', 'Chicago, IL 60638'], 'address3': '', 'address1': '5010 W 50th St', 'address2': '', 'city': 'Chicago'}",Chicago Park District - Vittum Park,+17732846022,,2.5,6,[],https://www.yelp.com/biz/chicago-park-district-vittum-park-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
671,archer-park-chicago,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}, {'alias': 'recreation', 'title': 'Recreation Centers'}]","{'longitude': -87.7356348931789, 'latitude': 41.8038737028837}",(773) 284-7029,199.12513539214484,CeTeo5Gmd_bz3f4R27jzbA,https://s3-media2.fl.yelpcdn.com/bphoto/O9gVAWd0ASchHh36VNIkjg/o.jpg,False,"{'zip_code': '60632', 'state': 'IL', 'country': 'US', 'display_address': ['4901 S Kilbourn Av', 'Chicago, IL 60632'], 'address3': '', 'address1': '4901 S Kilbourn Av', 'address2': '', 'city': 'Chicago'}",Archer Park,+17732847029,,4.5,4,[],https://www.yelp.com/biz/archer-park-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
672,dominos-pizza-chicago-6,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'longitude': -87.7238088271429, 'latitude': 41.801796450364}",(773) 582-4040,120.04979744727451,SLbsNc-5vwAugPh9V1qubQ,https://s3-media1.fl.yelpcdn.com/bphoto/BH0ytNWPZ3H15io6cjPVkg/o.jpg,False,"{'zip_code': '60632', 'state': 'IL', 'country': 'US', 'display_address': ['5016 S Pulaski Rd', 'Chicago, IL 60632'], 'address3': '', 'address1': '5016 S Pulaski Rd', 'address2': '', 'city': 'Chicago'}",Domino's Pizza,+17735824040,$,2.0,21,[],https://www.yelp.com/biz/dominos-pizza-chicago-6?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
673,mr-submarine-chicago-5,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'longitude': -87.7235821, 'latitude': 41.8018628}",(773) 735-2719,123.26260139359448,dH-SOHXW4bCnMP_qP746lg,https://s3-media3.fl.yelpcdn.com/bphoto/ugDQgrtARvgygvXfUpl15A/o.jpg,False,"{'zip_code': '60632', 'state': 'IL', 'country': 'US', 'display_address': ['5012 S Pulaski Rd', 'Chicago, IL 60632'], 'address3': '', 'address1': '5012 S Pulaski Rd', 'address2': '', 'city': 'Chicago'}",Mr Submarine,+17737352719,$$,2.0,9,"['pickup', 'delivery']",https://www.yelp.com/biz/mr-submarine-chicago-5?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
674,chuck-e-cheese-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'arcades', 'title': 'Arcades'}, {'alias': 'kids_activities', 'title': 'Kids Activities'}]","{'longitude': -87.7050434720523, 'latitude': 41.8024991698526}",(773) 476-0508,28.785192366664482,RhoDniGKk4ozSz4IMhKyWA,https://s3-media3.fl.yelpcdn.com/bphoto/CYIiPGkXIkXf8b4X-vpqIA/o.jpg,False,"{'zip_code': '60632', 'state': 'IL', 'country': 'US', 'display_address': ['5030 S Kedzie', 'Chicago, IL 60632'], 'address3': '', 'address1': '5030 S Kedzie', 'address2': '', 'city': 'Chicago'}",Chuck E. Cheese,+17734760508,$$,2.5,14,"['delivery', 'pickup']",https://www.yelp.com/biz/chuck-e-cheese-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
675,yolis-tamales-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'longitude': -87.68469, 'latitude': 41.80278}",(773) 969-6272,92.11495584534683,Buki8-lmQ_boaHKVVYZdaQ,,False,"{'zip_code': '60643', 'state': 'IL', 'country': 'US', 'display_address': ['5002 S Western Ave', 'Chicago, IL 60643'], 'address3': None, 'address1': '5002 S Western Ave', 'address2': None, 'city': 'Chicago'}",Yolis Tamales,+17739696272,,5.0,2,[],https://www.yelp.com/biz/yolis-tamales-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
676,ines-restaurante-chicago,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'longitude': -87.66444, 'latitude': 41.80394}",(773) 565-4670,150.89035322191867,cl5D1r6-GWY3qteBSGOpXw,https://s3-media2.fl.yelpcdn.com/bphoto/gujiJgXS-GDaHQJxyqq8aQ/o.jpg,False,"{'zip_code': '60620', 'state': 'IL', 'country': 'US', 'display_address': ['4933 S Ashland Ave', 'Chicago, IL 60620'], 'address3': None, 'address1': '4933 S Ashland Ave', 'address2': None, 'city': 'Chicago'}",Ines Restaurante,+17735654670,,5.0,4,['delivery'],https://www.yelp.com/biz/ines-restaurante-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
677,lindas-lounge-chicago-2,"[{'alias': 'lounges', 'title': 'Lounges'}]","{'longitude': -87.65201, 'latitude': 41.80174}",,151.7490847631436,d0V52VfK8hlgG0D9ujodjw,https://s3-media1.fl.yelpcdn.com/bphoto/_ZgLufqh5HO8davrq0lMuw/o.jpg,False,"{'zip_code': '60686', 'state': 'IL', 'country': 'US', 'display_address': ['1044 W 51st St', 'Chicago, IL 60686'], 'address3': '', 'address1': '1044 W 51st St', 'address2': '', 'city': 'Chicago'}",Linda's Lounge,,$,5.0,6,[],https://www.yelp.com/biz/lindas-lounge-chicago-2?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
678,s2-express-grill-chicago,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'longitude': -87.645847, 'latitude': 41.80175}",(773) 891-1937,150.47521447722218,eb0msd-qxBX2hyOEdSpsqg,https://s3-media4.fl.yelpcdn.com/bphoto/eLYz02mM1bsUdqTepPnuUg/o.jpg,False,"{'zip_code': '60609', 'state': 'IL', 'country': 'US', 'display_address': ['5058 S Halsted St', 'Chicago, IL 60609'], 'address3': '', 'address1': '5058 S Halsted St', 'address2': None, 'city': 'Chicago'}",S2 Express Grill,+17738911937,$$,3.5,41,"['pickup', 'delivery']",https://www.yelp.com/biz/s2-express-grill-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
679,jamaica-island-jerk-chicago,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'longitude': -87.645718, 'latitude': 41.8016859}",(773) 675-8389,177.31681903875537,RaoFZ5dWns7cAK5-x3pZow,https://s3-media1.fl.yelpcdn.com/bphoto/WugjKen9KJ_rMDrxuv-Guw/o.jpg,False,"{'zip_code': '60609', 'state': 'IL', 'country': 'US', 'display_address': ['5058 S Halsted St', 'Chicago, IL 60609'], 'address3': '', 'address1': '5058 S Halsted St', 'address2': '', 'city': 'Chicago'}",Jamaica Island Jerk,+17736758389,$,4.0,11,['delivery'],https://www.yelp.com/biz/jamaica-island-jerk-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
680,a-and-s-beverages-wine-and-spirits-on-halsted-chicago-2,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'winetastingroom', 'title': 'Wine Tasting Room'}, {'alias': 'cigarbars', 'title': 'Cigar Bars'}]","{'longitude': -87.645847, 'latitude': 41.80175}",(773) 891-2686,150.47521447722218,1E36CB1oN5L5q_Kczmk6Dg,https://s3-media2.fl.yelpcdn.com/bphoto/tWl_1YIycZGn9gutM303Ag/o.jpg,False,"{'zip_code': '60609', 'state': 'IL', 'country': 'US', 'display_address': ['5058 S Halsted St', 'Chicago, IL 60609'], 'address3': None, 'address1': '5058 S Halsted St', 'address2': '', 'city': 'Chicago'}",A&S Beverages Wine & Spirits on Halsted,+17738912686,,5.0,2,[],https://www.yelp.com/biz/a-and-s-beverages-wine-and-spirits-on-halsted-chicago-2?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
681,love-taco-chicago,"[{'alias': 'tacos', 'title': 'Tacos'}]","{'longitude': -87.622359842062, 'latitude': 41.801982743848}",(312) 650-9635,90.40181803960583,vTF9BQt2AwQGW6CnZSwzQA,https://s3-media2.fl.yelpcdn.com/bphoto/Y_rHh7yszbzZNTev7UexkA/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['111 East 51st St', 'Chicago, IL 60615'], 'address3': None, 'address1': '111 East 51st St', 'address2': '', 'city': 'Chicago'}",Love Taco,+13126509635,$,2.5,55,"['pickup', 'delivery']",https://www.yelp.com/biz/love-taco-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
682,union-submarine-shop-chicago,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'delis', 'title': 'Delis'}]","{'longitude': -87.6220520585775, 'latitude': 41.8020605295897}",(773) 373-2040,72.95882820494306,3N2S9y69KfjYdpV4Is-VPQ,https://s3-media3.fl.yelpcdn.com/bphoto/ABW_7kmULTgfVVeH32YDOg/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['110 E 51st St', 'Chicago, IL 60615'], 'address3': '', 'address1': '110 E 51st St', 'address2': '', 'city': 'Chicago'}",Union Submarine Shop,+17733732040,$,3.5,14,"['pickup', 'delivery']",https://www.yelp.com/biz/union-submarine-shop-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
683,little-wok-chicago,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'longitude': -87.6221662, 'latitude': 41.8018768}",(773) 548-8855,120.81670678253026,M6iFSOdoGk8Q17exxFPaFw,https://s3-media3.fl.yelpcdn.com/bphoto/_Hmb-VFZL-UrGXI3i3T8RA/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['103 E 51st St', 'Chicago, IL 60615'], 'address3': '', 'address1': '103 E 51st St', 'address2': '', 'city': 'Chicago'}",Little Wok,+17735488855,$,3.0,40,"['pickup', 'delivery']",https://www.yelp.com/biz/little-wok-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
684,sharks-fish-and-chicken-express-chicago,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]","{'longitude': -87.62215, 'latitude': 41.80175}",(773) 966-6896,122.63835858531755,ujVcTlWkfaMYVfWW-mNFNg,,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['101 E 51st St', 'Chicago, IL 60615'], 'address3': None, 'address1': '101 E 51st St', 'address2': None, 'city': 'Chicago'}",Sharks Fish & Chicken Express,+17739666896,,3.0,9,"['pickup', 'delivery']",https://www.yelp.com/biz/sharks-fish-and-chicken-express-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
685,load-a-spud-chicago,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'longitude': -87.622133, 'latitude': 41.801696}",(773) 891-2405,119.51414861626527,5NMglnDavhjXWHOfhXOGcQ,https://s3-media2.fl.yelpcdn.com/bphoto/j1gL-Rh4ew9NsdELVAdH1g/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['109 E 51st St', 'Chicago, IL 60615'], 'address3': '', 'address1': '109 E 51st St', 'address2': None, 'city': 'Chicago'}",Load a Spud,+17738912405,,5.0,1,"['pickup', 'delivery']",https://www.yelp.com/biz/load-a-spud-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
686,jamaican-gates-restaurant-2-chicago,"[{'alias': 'caribbean', 'title': 'Caribbean'}]","{'longitude': -87.62187, 'latitude': 41.80175}",(773) 855-9099,103.11380145420775,07sVbQPfXcsElzLG_-dScQ,https://s3-media4.fl.yelpcdn.com/bphoto/Bgk2FYomvhnMkI134H7-Vw/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['111 E 51st St', 'Chicago, IL 60615'], 'address3': '', 'address1': '111 E 51st St', 'address2': None, 'city': 'Chicago'}",Jamaican Gates Restaurant-2,+17738559099,,1.5,3,"['pickup', 'delivery']",https://www.yelp.com/biz/jamaican-gates-restaurant-2-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
687,friistyle-chicago,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'belgian', 'title': 'Belgian'}]","{'longitude': -87.6192392, 'latitude': 41.8028142}",(773) 548-5375,74.70052398407212,WwmxVYk-DYS76iZ3ey1ybQ,https://s3-media2.fl.yelpcdn.com/bphoto/DxDts6l5Xej9mLAKGjtMQw/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['5059 S Prairie', 'Chicago, IL 60615'], 'address3': None, 'address1': '5059 S Prairie', 'address2': '', 'city': 'Chicago'}",Friistyle,+17735485375,$$,4.0,185,"['delivery', 'pickup']",https://www.yelp.com/biz/friistyle-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
688,skidoes-cafe-and-grill-chicago,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'longitude': -87.6202296, 'latitude': 41.8019169}",(773) 690-5287,151.819214810061,BTWr_cMM_uac4v0y9n7kVA,https://s3-media3.fl.yelpcdn.com/bphoto/Ut8yLZwRQaWdn4yPsLoFlw/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['235 E 51st St', 'Chicago, IL 60615'], 'address3': None, 'address1': '235 E 51st St', 'address2': '', 'city': 'Chicago'}",Skidoe's Cafe and Grill,+17736905287,$$,3.5,29,"['delivery', 'pickup']",https://www.yelp.com/biz/skidoes-cafe-and-grill-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
689,conscious-plates-chicago,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}]","{'longitude': -87.6182500272989, 'latitude': 41.802211931607}",(312) 767-4116,61.96944014496834,IMrRANFRfrDOgmTj4D7mRw,https://s3-media1.fl.yelpcdn.com/bphoto/Elg1-o0EMSEyJ2qQqDFqaQ/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['332 E 51st St', 'Chicago, IL 60615'], 'address3': None, 'address1': '332 E 51st St', 'address2': '', 'city': 'Chicago'}",Conscious Plates,+13127674116,,4.0,8,"['delivery', 'pickup']",https://www.yelp.com/biz/conscious-plates-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
690,louisiana-famous-fried-chicken-chicago-3,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'longitude': -87.618746, 'latitude': 41.8019351}",(773) 538-2326,101.67628816915304,X07dhRNQjMKI8-ap1RKVYA,https://s3-media3.fl.yelpcdn.com/bphoto/zExsG3E26xomrC9FujQvag/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['315 E 51st St', 'Chicago, IL 60615'], 'address3': None, 'address1': '315 E 51st St', 'address2': '', 'city': 'Chicago'}",Louisiana Famous Fried Chicken,+17735382326,,3.0,13,"['delivery', 'pickup']",https://www.yelp.com/biz/louisiana-famous-fried-chicken-chicago-3?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
691,the-hot-dog-box-chicago,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}]","{'longitude': -87.6182501, 'latitude': 41.8022119}",,72.48410586783181,pAtO-F9RceX3TERTfntkOg,https://s3-media1.fl.yelpcdn.com/bphoto/9ldWS42qYt5hNdYSZ6LreQ/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['332 E 51st St', 'Chicago, IL 60615'], 'address3': '', 'address1': '332 E 51st St', 'address2': None, 'city': 'Chicago'}",The Hot Dog Box,,,5.0,1,['delivery'],https://www.yelp.com/biz/the-hot-dog-box-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
692,sharks-fish-chicago,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'longitude': -87.6071408753917, 'latitude': 41.8025731960903}",(773) 538-4780,41.473093606824285,7wXkGr8b8cxpyYpJ4AXTWQ,https://s3-media3.fl.yelpcdn.com/bphoto/iGaKUmX1V7SYwsiB8iItZw/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['5048 S Cottage Grove Ave', 'Chicago, IL 60615'], 'address3': '', 'address1': '5048 S Cottage Grove Ave', 'address2': '', 'city': 'Chicago'}",Shark's Fish,+17735384780,$,3.0,24,['delivery'],https://www.yelp.com/biz/sharks-fish-chicago?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
693,jimmys-famous-burgers-chicago-3,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'longitude': -87.6068518946979, 'latitude': 41.8025307142235}",(312) 878-8884,65.11520251092519,0YAwLyniLABlZK4jbr_siQ,https://s3-media4.fl.yelpcdn.com/bphoto/t3Nr_gZvPFQ6PGXv84llVg/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['5042 S Cottage Grove Ave', 'Chicago, IL 60615'], 'address3': None, 'address1': '5042 S Cottage Grove Ave', 'address2': '', 'city': 'Chicago'}",Jimmy's Famous Burgers,+13128788884,$$,2.5,28,"['delivery', 'pickup']",https://www.yelp.com/biz/jimmys-famous-burgers-chicago-3?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
694,subway-chicago-472,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'longitude': -87.607228, 'latitude': 41.802697}",(773) 536-7827,29.663025198911747,T7QK-1VKOJF-Mbpu5PjBkQ,https://s3-media1.fl.yelpcdn.com/bphoto/bNdtWKHUkf57_60wpjjXJg/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['5040 S Cottage Grove Ave', 'Chicago, IL 60615'], 'address3': '', 'address1': '5040 S Cottage Grove Ave', 'address2': '', 'city': 'Chicago'}",Subway,+17735367827,$,4.5,4,"['delivery', 'pickup']",https://www.yelp.com/biz/subway-chicago-472?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
695,uncle-joes-jerk-chicken-chicago-2,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'longitude': -87.589422, 'latitude': 41.8022295}",(773) 241-5550,59.10493938809824,5RrnBcu3vv7CDTcbKdaFQw,https://s3-media2.fl.yelpcdn.com/bphoto/vIOi8_shbOy7rZL_YXWUnA/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['1461 E Hyde Park Blvd', 'Chicago, IL 60615'], 'address3': '', 'address1': '1461 E Hyde Park Blvd', 'address2': '', 'city': 'Chicago'}",Uncle Joe's Jerk Chicken,+17732415550,$$,3.5,260,['delivery'],https://www.yelp.com/biz/uncle-joes-jerk-chicken-chicago-2?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
696,porkchop-chicago-2,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'longitude': -87.588925, 'latitude': 41.801795}",(773) 493-9333,117.69070000548231,-ZalNQGHG3S7Y93p36CJZQ,https://s3-media1.fl.yelpcdn.com/bphoto/xAPyrMFSaMvIq-a-wIYFOQ/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['5121 S Harper Ave', 'Chicago, IL 60615'], 'address3': '', 'address1': '5121 S Harper Ave', 'address2': '', 'city': 'Chicago'}",Porkchop,+17734939333,$$,2.5,418,"['delivery', 'pickup']",https://www.yelp.com/biz/porkchop-chicago-2?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
697,dominos-pizza-chicago-9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'longitude': -87.5897584886922, 'latitude': 41.8022688147063}",(773) 324-3800,57.66664359117392,BPmxJewZ1Y2mHpZcDrC0dg,https://s3-media3.fl.yelpcdn.com/bphoto/vI2zaeUf1wLCMytwAxGFEw/o.jpg,False,"{'zip_code': '60615', 'state': 'IL', 'country': 'US', 'display_address': ['1453 E Hyde Park Blvd', 'Chicago, IL 60615'], 'address3': '', 'address1': '1453 E Hyde Park Blvd', 'address2': '', 'city': 'Chicago'}",Domino's Pizza,+17733243800,$,2.5,53,[],https://www.yelp.com/biz/dominos-pizza-chicago-9?adjust_creative=dW4zIQkrq-ERae-qzQFP8g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dW4zIQkrq-ERae-qzQFP8g
